Mixture	CD14_positive_monocyte	CD16_positive_monocyte	CD4_positive_alpha_beta_T_cell	CD56bright_natural_killer_cell	CD56dim_natural_killer_cell	CD8_positive_alpha_beta_T_cell	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	macrophage_m0	macrophage_m1	macrophage_m2	memory_B_cell	myeloid_dendritic_cell	naive_B_cell	neutrophil	plasma_cell	plasmacytoid_dendritic_cell	P-value	Correlation	RMSE
LD0020	0.18417067498565881	0.02615321444649207	0.34135722888763498	0.12410626126685542	0.00000000000000000	0.03111605709044547	0.00000000000000000	0.00172680471812115	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00102366631985105	0.00000000000000000	0.02024321982149396	0.00000000000000000	0.00000000000000000	0.04286670510635586	0.21889098372163562	0.00000000000000000	0.00834518363545558	0.00000000000000000	0.84064537138142115	0.65203827094563893
LD0021	0.22667048065562190	0.00000000000000000	0.16099785079573375	0.12843505388035473	0.00000000000000000	0.03098385735398036	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.03559831581534827	0.00000000000000000	0.00000000000000000	0.07833193832991117	0.33151484131094822	0.00000000000000000	0.00746766185810164	0.00000000000000000	0.88292190038164076	0.60375103862635549
LD0022	0.21616429782681906	0.03785439982050214	0.33777487541459245	0.07668594303472889	0.00000000000000000	0.05270684855386128	0.00000000000000000	0.00003341661773269	0.00961850116647417	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.02061048771552389	0.00000000000000000	0.00000000000000000	0.10450967258166269	0.12637971040568588	0.00000000000000000	0.01766184686241681	0.00000000000000000	0.86045097528242720	0.62260326156320278
LD0023	0.18050142029719018	0.00000000000000000	0.38824653894552752	0.10881160357690395	0.00000000000000000	0.03024360330030813	0.00000000000000000	0.00156447427184471	0.04598920409405265	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.01428500842863342	0.00000000000000000	0.00000000000000000	0.02672237046591497	0.20363577661962468	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.85432195199786531	0.65549973433903819
LD0024	0.20248832065938904	0.00000000000000000	0.24172100286498774	0.12084107283825925	0.00000000000000000	0.06259874901257621	0.00000000000000000	0.01263383570083167	0.01678656954943531	0.00000000000000000	0.00000000000000000	0.00107236567652391	0.00000000000000000	0.03550335233060142	0.00000000000000000	0.00000000000000000	0.07687248375698502	0.19676232666020177	0.00000000000000000	0.03271992095020872	0.00000000000000000	0.86230019777591027	0.64730786070446111
LD0027	0.18968016494745824	0.00000000000000000	0.24195175856025630	0.13782515890725472	0.00000000000000000	0.00716143509323261	0.00000000000000000	0.00961576780251075	0.02123990807694589	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00148693315245727	0.03321151266736806	0.00000000000000000	0.00000000000000000	0.02118985083774813	0.31299022627962675	0.00000000000000000	0.02364728367514108	0.00000000000000000	0.88893437718954316	0.61942780706257916
LD0028	0.16487953324534946	0.04902433862378766	0.30328708605418120	0.09375090932012199	0.00000000000000000	0.04672765646719190	0.00000000000000000	0.00351313890496092	0.01651940660938855	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00659119698023977	0.03191605109493828	0.00000000000000000	0.00000000000000000	0.12426669991123318	0.15630565390833823	0.00000000000000000	0.00321832888026890	0.00000000000000000	0.84575700613589233	0.63825598323482369
LD0030	0.14799143703995760	0.02496118617025033	0.33212702031077096	0.09044215722003530	0.00000000000000000	0.03022428727451765	0.00000000000000000	0.00326627258202783	0.03772712886516578	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.01960781413890195	0.00000000000000000	0.00000000000000000	0.09941354006161310	0.20021714447157818	0.00000000000000000	0.01402201186518141	0.00000000000000000	0.86763814854002419	0.64466855691874048
LD0033	0.18787231379582486	0.00000000000000000	0.16577594607569868	0.11716080440453597	0.00000000000000000	0.07990800555758937	0.00000000000000000	0.00160728074994222	0.03482971268110085	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.02444859521622861	0.00934630060383608	0.00000000000000000	0.01504395370699575	0.36393408831893009	0.00000000000000000	0.00007299888931752	0.00000000000000000	0.85839654318454972	0.62940358946054342
LD0034	0.20293048756317766	0.00000000000000000	0.22198044337552772	0.12160270839604707	0.00000000000000000	0.04074767980146487	0.00000000000000000	0.01095078021127227	0.00878813455650234	0.00929318958158219	0.00000000000000000	0.00000000000000000	0.00930097917436780	0.03268769096229610	0.00000000000000000	0.00000000000000000	0.03620150517074008	0.27368593461992341	0.00000000000000000	0.03183046658709839	0.00000000000000000	0.84453579879100582	0.65038589218116916
LD0035	0.10709282455468061	0.00000000000000000	0.37032042253916964	0.13143629913703100	0.00000000000000000	0.08171255449675578	0.00000000000000000	0.00767194721056771	0.01803035182657310	0.00848292016795986	0.00000000000000000	0.00052078333833954	0.00000000000000000	0.03348358994506941	0.00000000000000000	0.00000000000000000	0.04389420417547843	0.19735410260837483	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.84982339410519292	0.67014864720558465
LD0038	0.20968996588474489	0.00000000000000000	0.23019675905298617	0.10599132320788691	0.00000000000000000	0.01474444480072061	0.00000000000000000	0.00875523179615346	0.01010471365712771	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.03260829670306024	0.00000000000000000	0.00000000000000000	0.06145398928092485	0.31663869236391612	0.00000000000000000	0.00981658325247924	0.00000000000000000	0.85610872875658972	0.63319388234483154
LD0040	0.20212256718101149	0.02931976270203869	0.20444105133469995	0.11535939393591697	0.00000000000000000	0.04340584800868901	0.00000000000000000	0.00068439065404605	0.01979005206625363	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.06343791157161741	0.00000000000000000	0.00000000000000000	0.04638889845452250	0.26551166241703406	0.00000000000000000	0.00953846167417034	0.00000000000000000	0.88183309110882335	0.60063668160947470
LD0041	0.24435626031542548	0.00000000000000000	0.30687752345134983	0.14124334597246799	0.00000000000000000	0.08259201676812444	0.00000000000000000	0.00000000000000000	0.00377800641974877	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.04373976767154739	0.00000000000000000	0.00000000000000000	0.07767718096127649	0.09208442009010417	0.00000000000000000	0.00765147834995533	0.00000000000000000	0.89311228696033729	0.60738279559174002
LD0042	0.13081539620997915	0.00000000000000000	0.47041157427463098	0.09948332877929093	0.00000000000000000	0.00652575890303816	0.00000000000000000	0.00313257799887508	0.03672337948755846	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.01992526353482634	0.00000000000000000	0.00000000000000000	0.06779996237675906	0.15622202682258465	0.00000000000000000	0.00896073161245726	0.00000000000000000	0.83602479263409057	0.68143632971562373
LD0043	0.21019393569979844	0.00000000000000000	0.23390088385099378	0.10166671696557271	0.00000000000000000	0.08413246723841973	0.00000000000000000	0.00713815868389083	0.01349641826454755	0.00642227271805253	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.03733966167473182	0.02460409787988838	0.00000000000000000	0.00723430985637514	0.23580350068277403	0.00000000000000000	0.03806757648495504	0.00000000000000000	0.84151566516236309	0.65482002275848195
LD0044	0.24433828750874736	0.00000000000000000	0.23564953846612025	0.12322396994582308	0.00000000000000000	0.02139021496914673	0.00000000000000000	0.00000000000000000	0.00838283295823486	0.00000000000000000	0.00000000000000000	0.00546188926962366	0.00000000000000000	0.01216566273021646	0.01113163493910913	0.00000000000000000	0.03247096563581106	0.30013711986327424	0.00000000000000000	0.00564788371389328	0.00000000000000000	0.87082700919326106	0.61544766570817255
LD0045	0.21138052021321002	0.00000000000000000	0.26804131187973140	0.09354583386252355	0.00000000000000000	0.04977076460709844	0.00000000000000000	0.01142613458806842	0.03537408409981178	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.04463898301931481	0.04125513656414675	0.00000000000000000	0.00246249048658082	0.23114578990180090	0.00000000000000000	0.01095895077771310	0.00000000000000000	0.86710970322314063	0.63146068588326887
LD0046	0.24353884426894476	0.00000000000000000	0.16789852002442751	0.13043670559481582	0.00000000000000000	0.14945919010449035	0.00000000000000000	0.00000000000000000	0.02731654834844803	0.02102584845598902	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.03532780243860750	0.00000000000000000	0.00000000000000000	0.05510913680423300	0.15903514840750946	0.00000000000000000	0.01085225555253459	0.00000000000000000	0.88400217713192197	0.61022221480839089
LD0047	0.16984914486847594	0.00000000000000000	0.28298006994602409	0.12260431064025022	0.00000000000000000	0.03116699739060787	0.00000000000000000	0.01197605028124209	0.02432394445301300	0.00000000000000000	0.00000000000000000	0.01356883037043815	0.00000000000000000	0.01898635703852363	0.00343064459995176	0.00000000000000000	0.00018308823857449	0.31491958240738444	0.00000000000000000	0.00601097976551422	0.00000000000000000	0.83782912561939871	0.65987152207850286
LD0048	0.22053987349719636	0.01174599279747043	0.24605303557651162	0.13880165741975109	0.00000000000000000	0.01637153608698551	0.00000000000000000	0.00311586545435129	0.03046431997564001	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00094487857307866	0.02179725072872465	0.00000000000000000	0.00000000000000000	0.03828627615774577	0.26262900914378035	0.00000000000000000	0.00925030458876408	0.00000000000000000	0.88308018026236201	0.61314236041654591
LD0049	0.17300002183727270	0.00000000000000000	0.30457512110497115	0.11159748974986303	0.00000000000000000	0.03663932902368639	0.00000000000000000	0.00311218199537744	0.02294149515556311	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.04298603521944476	0.00000000000000000	0.00000000000000000	0.06312674684638819	0.23919938566776172	0.00000000000000000	0.00282219339967152	0.00000000000000000	0.83715985748853028	0.66413306643861847
LD0054	0.15782803898601494	0.01878980710565176	0.25764529481045023	0.09966982840302321	0.00000000000000000	0.03338336979717650	0.00000000000000000	0.00265175365443837	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.04002691659644342	0.00000000000000000	0.00000000000000000	0.06443387733387378	0.31241350433406806	0.00104149040770874	0.01211611857115115	0.00000000000000000	0.83757810271493116	0.65383006558343049
LD0055	0.18819824789779882	0.03973738793241451	0.19137719545998702	0.12220165275839040	0.00000000000000000	0.03151364856876179	0.00000000000000000	0.00134904184733184	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.02536423258010403	0.00000000000000000	0.00000000000000000	0.04588389933256294	0.34208790270760786	0.00101197382909739	0.01127481708594344	0.00000000000000000	0.87969892558817719	0.59940092322509819
LD0056	0.18111597290149287	0.00000000000000000	0.22206432037327803	0.08824810663316680	0.00000000000000000	0.02197559017174663	0.00000000000000000	0.00870132867101304	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.07413501929618167	0.00000000000000000	0.00000000000000000	0.05300238952979580	0.33803889280181726	0.00226580887510179	0.01045257074640599	0.00000000000000000	0.85156986214306651	0.63354001604358112
LD0058	0.16791967544633116	0.02920597966054914	0.21158028815553984	0.11540859451517052	0.00000000000000000	0.02079229071641595	0.00000000000000000	0.00000000000000000	0.01364825756815391	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.01332324612593440	0.02352268065588374	0.00000000000000000	0.00000000000000000	0.08788975836087355	0.31085122125043041	0.00000000000000000	0.00585800754471757	0.00000000000000000	0.88039567636288796	0.61201688891424588
LD0059	0.11246931133198687	0.02481816822021262	0.24443000131423512	0.10537256389054747	0.00000000000000000	0.06338416694921176	0.00000000000000000	0.00000000000000000	0.00328642253420975	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.06050430849243634	0.00000000000000000	0.00000000000000000	0.06851518667792131	0.30755201138554883	0.00000000000000000	0.00966785920369009	0.00000000000000000	0.82665242595995458	0.66723269950430941
LD0061	0.21555829611061694	0.00000000000000000	0.22469504688703568	0.15547720288367872	0.00000000000000000	0.03811266118958222	0.00000000000000000	0.01024718928465831	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00211397002876627	0.03578156486401550	0.00000000000000000	0.00000000000000000	0.03016954920528791	0.26875777341570917	0.00306617999242926	0.01602056613821988	0.00000000000000000	0.83338824360677677	0.65582262948033299
LD0062	0.19786132233917403	0.00000000000000000	0.16103438238828338	0.12469557836257679	0.00000000000000000	0.01880973760125473	0.00000000000000000	0.00606484090723234	0.03736940591137406	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.04710485630612450	0.02293591737609802	0.00183986546509369	0.00000000000000000	0.02895683817863329	0.35332725516415520	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.84376800579441835	0.62501397972567141
LD0063	0.20603839418363545	0.00800529734964909	0.26531272460153354	0.11388328221491692	0.00000000000000000	0.02514991069884820	0.00000000000000000	0.00558846127766509	0.00495839397264747	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.06522286201559373	0.00000000000000000	0.00000000000000000	0.05171009154824315	0.25413058213726752	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.86848696244306012	0.62065656851367101
LD0064	0.19213559655997545	0.00000000000000000	0.25153430389030196	0.09986510440813576	0.00000000000000000	0.04408130823125270	0.00000000000000000	0.01223611011641427	0.00000000000000000	0.00160342026745334	0.00000000000000000	0.00000000000000000	0.00613178932395064	0.03168671921149545	0.00000000000000000	0.00000000000000000	0.04885821438653495	0.27761577689400235	0.00000000000000000	0.03425165671048314	0.00000000000000000	0.84551312702158454	0.65260671919081614
LD0065	0.23862915621158071	0.00000000000000000	0.14184865806086003	0.09598941732006924	0.00000000000000000	0.04591581541908436	0.00000000000000000	0.01223077568231517	0.00000000000000000	0.01888278791313345	0.00000000000000000	0.00000000000000000	0.00599997202555023	0.04907731435264677	0.00000000000000000	0.00000000000000000	0.04994693936231055	0.30767863204006890	0.00000000000000000	0.03380053161238051	0.00000000000000000	0.85457837717333607	0.62287153706326814
LD0067	0.22317421897129033	0.00000000000000000	0.32794174402269627	0.11676441350404548	0.00000000000000000	0.04470912405064530	0.00000000000000000	0.00025375051128482	0.01793683509543245	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.03929197267451414	0.01575087721306776	0.00000000000000000	0.04922091699991871	0.15650468330403286	0.00000000000000000	0.00845146365307175	0.00000000000000000	0.86770340586319461	0.63480361204615343
LD0068	0.14945260166604002	0.02706586049867905	0.28322407075594380	0.10695582954108582	0.00000000000000000	0.05049228561675808	0.00000000000000000	0.01438832821301852	0.01506113790345705	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.03526292265955328	0.00000000000000000	0.00000000000000000	0.06163516387588708	0.24587982654163176	0.00000000000000000	0.01058197272794534	0.00000000000000000	0.85332413744361024	0.64691154676072393
LD0069	0.17530279002591487	0.00000000000000000	0.20489676195070108	0.11551915965582152	0.00000000000000000	0.02714253659426605	0.00244667085882812	0.00202288070750972	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.01629913633786280	0.02485272761966071	0.00000000000000000	0.00000000000000000	0.05086502008716179	0.38065231616227346	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.86672588477295753	0.62168681146292770
LD0070	0.15787633627340988	0.00211011713013987	0.21766037586034295	0.11420071067825599	0.00000000000000000	0.05215744266700460	0.00000000000000000	0.01071760061123718	0.01267180421410769	0.00000000000000000	0.00000000000000000	0.00547091637605423	0.00000000000000000	0.04532058667381708	0.00000000000000000	0.00000000000000000	0.04995859226105998	0.28937129293946529	0.00000000000000000	0.04248422431510512	0.00000000000000000	0.82375849106617782	0.67780889084350837
